city,area,sqft,bhk,bathrooms,price
Mumbai,Worli,790,2,1,18017000.0
Mumbai,Borivali,1884,4,4,31381000.0
Delhi,Saket,1783,3,3,25621000.0
Delhi,Saket,1059,2,2,13922000.0
Mumbai,Worli,1495,3,3,39178000.0
Chennai,Chromepet,1149,2,1,8921000.0
Chennai,Medavakkam,1544,3,3,14435000.0
Delhi,Greater Kailash,1675,3,3,28339000.0
Mumbai,Worli,1788,3,3,48446000.0
Delhi,Rohini,2393,4,3,22178000.0
Delhi,Greater Kailash,612,1,1,7110000.0
Delhi,Rohini,1093,2,2,9638000.0
Hyderabad,Gachibowli,1006,2,2,8691000.0
Mumbai,Lower Parel,753,2,2,18394000.0
Chennai,Pallavaram,478,1,1,3153000.0
Delhi,Rohini,1048,2,2,8458000.0
Chennai,Chromepet,1784,3,2,15967000.0
Bangalore,Yelahanka,1800,3,3,19990000.0
Mumbai,Worli,998,2,2,23377000.0
Delhi,Uttam Nagar,1432,3,3,7469000.0
Delhi,Saket,1673,4,4,25074000.0
Delhi,Rohini,1522,3,3,11129000.0
Mumbai,Lower Parel,2223,4,3,54482000.0
Hyderabad,Kondapur,1644,3,3,13314000.0
Bangalore,Whitefield,1592,3,3,22050000.0
Chennai,Chromepet,1540,3,2,12311000.0
Bangalore,Yelahanka,2420,4,4,28716000.0
Delhi,Uttam Nagar,1252,3,3,7672000.0
Chennai,Ambattur,1607,3,2,12774000.0
Mumbai,Chembur,1072,2,2,13529000.0
Hyderabad,Gachibowli,1487,3,3,12139000.0
Chennai,Chromepet,1773,3,3,13355000.0
Bangalore,Sarjapur Road,2166,4,4,26322000.0
Bangalore,Hebbal,1392,3,3,23562000.0
Delhi,Uttam Nagar,1964,4,4,14176000.0
Chennai,Ambattur,896,2,1,5324000.0
Bangalore,Hebbal,777,2,1,13579000.0
Delhi,Uttam Nagar,1486,3,3,8795000.0
Delhi,Saket,2405,4,4,32908000.0
Chennai,Chromepet,1611,4,4,14901000.0
Delhi,Greater Kailash,806,2,2,10898000.0
Mumbai,Chembur,2272,4,3,36001000.0
Delhi,Greater Kailash,512,1,1,6998000.0
Chennai,Chromepet,1122,2,2,7362000.0
Mumbai,Worli,889,2,2,21419000.0
Delhi,Uttam Nagar,1610,4,4,10075000.0
Hyderabad,Gachibowli,1707,3,3,13183000.0
Delhi,Greater Kailash,853,2,2,14741000.0
Hyderabad,Miyapur,2951,5,5,18810000.0
Chennai,Medavakkam,1143,2,2,8140000.0
Mumbai,Lower Parel,1615,3,2,41923000.0
Delhi,Dwarka,1432,3,2,12290000.0
Bangalore,Yelahanka,573,1,1,5267000.0
Chennai,Medavakkam,1414,3,2,11491000.0
Hyderabad,Gachibowli,1171,3,3,9356000.0
Bangalore,Sarjapur Road,1029,2,2,12046000.0
Hyderabad,Kukatpally,1419,3,2,8719000.0
Hyderabad,Miyapur,1158,3,3,7427000.0
Hyderabad,Kukatpally,871,2,1,3776000.0
Mumbai,Lower Parel,452,1,1,8925000.0
Bangalore,Hebbal,2097,4,3,39590000.0
Hyderabad,HITEC City,2220,4,3,18057000.0
Bangalore,Hebbal,1861,4,4,32420000.0
Mumbai,Lower Parel,1648,3,3,43937000.0
Bangalore,Hebbal,2183,4,3,42498000.0
Delhi,Greater Kailash,1118,2,1,18391000.0
Mumbai,Chembur,776,2,2,11433000.0
Chennai,Pallavaram,734,2,2,4682000.0
Mumbai,Chembur,646,1,1,7745000.0
Delhi,Greater Kailash,1047,2,1,14243000.0
Hyderabad,Kondapur,1181,2,1,7732000.0
Chennai,Pallavaram,2740,4,4,22139000.0
Mumbai,Borivali,467,1,1,4914000.0
Delhi,Rohini,1655,4,3,15930000.0
Bangalore,Whitefield,1170,2,2,12580000.0
Hyderabad,Miyapur,1092,2,1,5394000.0
Chennai,Pallavaram,1601,3,3,13612000.0
Bangalore,Yelahanka,650,1,1,5371000.0
Bangalore,Hebbal,1035,2,1,15477000.0
Hyderabad,Kukatpally,1176,2,1,5702000.0
Chennai,Medavakkam,2116,4,3,17875000.0
Hyderabad,Kukatpally,879,2,2,4913000.0
Chennai,Medavakkam,873,2,2,5769000.0
Chennai,Chromepet,2757,5,5,24195000.0
Chennai,Ambattur,511,1,1,3373000.0
Bangalore,Electronic City,1123,3,3,11240000.0
Delhi,Uttam Nagar,1241,3,3,6745000.0
Hyderabad,HITEC City,1757,3,3,17892000.0
Chennai,Chromepet,769,2,2,5659000.0
Mumbai,Andheri East,1008,2,1,15412000.0
Bangalore,Hebbal,1451,3,3,19960000.0
Chennai,Medavakkam,814,2,2,6888000.0
Hyderabad,HITEC City,984,2,2,9001000.0
Chennai,Chromepet,1336,3,2,10998000.0
Hyderabad,Kondapur,1866,4,4,15675000.0
Bangalore,Sarjapur Road,1062,2,2,11357000.0
Bangalore,Sarjapur Road,738,2,2,8581000.0
Mumbai,Worli,1093,2,2,27221000.0
Delhi,Uttam Nagar,1342,3,2,7705000.0
Delhi,Dwarka,1193,2,2,10225000.0
Chennai,OMR,921,2,1,9805000.0
Mumbai,Chembur,1118,2,1,15837000.0
Chennai,Pallavaram,1451,3,3,10300000.0
Delhi,Rohini,1155,2,2,9105000.0
Chennai,Chromepet,893,2,2,7626000.0
Mumbai,Worli,972,2,2,19406000.0
Hyderabad,Kondapur,1706,4,4,13141000.0
Hyderabad,Kukatpally,1060,2,2,6040000.0
Bangalore,Whitefield,1212,3,3,16109000.0
Chennai,Medavakkam,1582,3,2,13280000.0
Delhi,Rohini,624,1,1,4819000.0
Mumbai,Chembur,1028,2,2,15916000.0
Mumbai,Borivali,1261,3,3,17094000.0
Hyderabad,Miyapur,1192,2,2,5539000.0
Mumbai,Borivali,1101,2,2,14563000.0
Delhi,Rohini,1095,2,2,9159000.0
Delhi,Uttam Nagar,686,1,1,3388000.0
Hyderabad,Miyapur,892,2,2,5055000.0
Bangalore,Electronic City,1784,3,3,16094000.0
Hyderabad,Miyapur,1076,2,2,5667000.0
Hyderabad,HITEC City,2138,4,4,21328000.0
Chennai,OMR,1733,3,2,19117000.0
Delhi,Dwarka,1475,3,3,13072000.0
Mumbai,Andheri East,2571,4,4,56312000.0
Hyderabad,Kukatpally,1634,3,3,10680000.0
Delhi,Saket,1192,2,1,14669000.0
Hyderabad,Miyapur,1231,3,3,7508000.0
Chennai,OMR,1287,3,3,16033000.0
Mumbai,Chembur,2797,5,4,54391000.0
Delhi,Uttam Nagar,831,2,1,4515000.0
Mumbai,Andheri East,1104,2,1,19320000.0
Hyderabad,Gachibowli,1388,3,3,10887000.0
Bangalore,Yelahanka,685,1,1,5273000.0
Delhi,Greater Kailash,2025,4,4,34673000.0
Bangalore,Sarjapur Road,1194,2,2,12622000.0
Hyderabad,Gachibowli,2786,4,3,25019000.0
Chennai,Chromepet,718,2,1,5166000.0
Delhi,Greater Kailash,1497,3,3,22994000.0
Hyderabad,Miyapur,774,2,2,4368000.0
Delhi,Rohini,1070,2,2,7626000.0
Chennai,Pallavaram,1890,4,4,14687000.0
Bangalore,Hebbal,507,1,1,6439000.0
Delhi,Saket,1650,3,2,26757000.0
Chennai,Medavakkam,1297,3,3,12278000.0
Hyderabad,HITEC City,1763,3,2,17475000.0
Bangalore,Whitefield,461,1,1,5987000.0
Bangalore,Hebbal,665,1,1,10427000.0
Chennai,Pallavaram,797,2,2,5545000.0
Hyderabad,HITEC City,1805,4,4,17688000.0
Chennai,Ambattur,1737,4,4,15825000.0
Mumbai,Andheri East,1770,4,4,34384000.0
Delhi,Dwarka,1173,3,3,10654000.0
Delhi,Uttam Nagar,2503,4,4,16993000.0
Mumbai,Chembur,2514,4,3,46033000.0
Hyderabad,HITEC City,968,2,2,7557000.0
Chennai,Medavakkam,2721,5,5,26587000.0
Mumbai,Lower Parel,985,2,2,20435000.0
Bangalore,Sarjapur Road,1338,3,3,15089000.0
Delhi,Saket,593,1,1,6979000.0
Hyderabad,Miyapur,1230,3,3,8009000.0
Mumbai,Chembur,1328,3,2,21763000.0
Bangalore,Electronic City,587,1,1,4682000.0
Mumbai,Andheri East,1171,2,2,20176000.0
Bangalore,Hebbal,2096,4,4,41891000.0
Hyderabad,Kukatpally,462,1,1,2202000.0
Mumbai,Worli,1495,3,3,35645000.0
Chennai,Pallavaram,1285,3,3,8975000.0
Chennai,Pallavaram,1562,3,3,14753000.0
Mumbai,Andheri East,1604,4,4,30536000.0
Chennai,Ambattur,1281,3,2,10789000.0
